(0, 129, 127, 12, 1)
(0, 131, 118, 6, 3)
(0, 129, 119, 2, 9)
(0, 128, 129, 4, 1)
(0, 131, 129, 3, 3)
(0, 128, 128, 0, 4)
(0, 129, 127, 3, 4)
(0, 129, 128, 13, 4)
(0, 129, 128, 3, 2)
(0, 128, 129, 3, 3)
(0, 128, 128, 0, 4)
(0, 133, 122, 7, 3)
(0, 128, 128, 0, 5)
(0, 128, 128, 0, 11)
(0, 128, 128, 0, 1)
(0, 129, 128, 3, 1)
(0, 129, 127, 11, 0)
(0, 129, 129, 3, 1)
(0, 133, 121, 8, 3)
(0, 128, 129, 4, 6)
(0, 128, 129, 2, 4)
(0, 129, 127, 5, 1)
(0, 129, 128, 13, 0)
(0, 130, 121, 7, 5)
(0, 129, 121, 1, 8)
(0, 128, 129, 3, 6)
(0, 129, 127, 3, 1)
(0, 129, 127, 19, 0)
(0, 129, 129, 2, 4)
(0, 129, 127, 4, 5)
(0, 129, 127, 4, 5)
(0, 128, 129, 3, 4)
(0, 131, 136, 6, 13)
(0, 129, 128, 5, 4)
(0, 135, 135, 11, 3)
(0, 128, 128, 0, 3)
(0, 129, 128, 2, 7)
(0, 129, 124, 4, 6)
(0, 129, 132, 4, 4)
(0, 129, 127, 4, 12)
(0, 128, 128, 0, 12)
(0, 129, 129, 3, 4)
(0, 128, 128, 0, 4)
(0, 143, 141, 13, 0)
(0, 129, 127, 2, 7)
(0, 131, 124, 2, 7)
(0, 128, 129, 3, 8)
(0, 129, 128, 2, 6)
(0, 128, 128, 0, 3)
(0, 128, 129, 2, 11)
(0, 129, 128, 4, 4)
(0, 132, 155, 7, 4)
(0, 129, 128, 11, 7)
(0, 129, 128, 6, 6)
(0, 128, 129, 3, 13)
(0, 128, 128, 0, 11)
(0, 129, 128, 4, 4)
(0, 129, 127, 3, 2)
(0, 129, 128, 3, 2)
(0, 129, 128, 19, 5)
(0, 128, 128, 0, 8)
(0, 129, 128, 7, 3)
(0, 129, 127, 1, 1)
(0, 129, 129, 3, 4)
(0, 128, 128, 0, 4)
(0, 130, 129, 3, 3)
(0, 129, 128, 8, 5)
(0, 128, 128, 0, 8)
(0, 129, 128, 1, 5)
(0, 129, 127, 5, 8)
(0, 129, 128, 3, 12)
(0, 129, 128, 3, 3)
(0, 128, 128, 0, 13)
(0, 129, 128, 3, 1)
(0, 129, 126, 3, 4)
(0, 129, 128, 11, 7)
(0, 128, 128, 0, 6)
(0, 133, 128, 3, 6)
(0, 128, 133, 3, 8)
(0, 129, 129, 3, 5)
(0, 129, 129, 2, 15)
(0, 131, 128, 2, 1)
(0, 129, 127, 3, 1)
(0, 131, 128, 3, 1)
(0, 129, 128, 11, 7)
(0, 130, 128, 6, 6)
(0, 130, 129, 4, 5)
(0, 131, 129, 4, 3)
(0, 129, 128, 3, 3)
(0, 143, 142, 13, 1)
(0, 129, 128, 1, 8)
(0, 133, 128, 9, 5)
(0, 128, 128, 0, 6)
(0, 131, 119, 3, 4)
(0, 129, 128, 19, 1)
(0, 139, 128, 2, 5)
(0, 131, 119, 3, 8)
(0, 129, 128, 5, 6)
(0, 151, 130, 6, 11)
(0, 129, 124, 5, 3)
(0, 129, 127, 13, 2)
(0, 132, 124, 5, 6)
(0, 128, 129, 4, 1)
(0, 129, 127, 3, 2)
(0, 129, 129, 3, 1)
(0, 141, 144, 7, 3)
(0, 143, 132, 12, 5)
(0, 129, 130, 8, 4)
(0, 129, 128, 6, 3)
(0, 129, 126, 13, 0)
(0, 129, 128, 2, 4)
(0, 129, 128, 4, 1)
(0, 128, 128, 0, 9)
(0, 129, 128, 2, 6)
(0, 129, 130, 3, 5)
(0, 129, 128, 7, 4)
(0, 129, 124, 3, 3)
(0, 149, 128, 13, 1)
(0, 143, 128, 4, 1)
(0, 128, 128, 0, 9)
(0, 129, 130, 6, 3)
(0, 128, 128, 0, 1)
(0, 143, 128, 19, 0)
(0, 129, 129, 5, 1)
(0, 128, 129, 4, 3)
(0, 129, 130, 2, 3)
(0, 128, 129, 3, 4)
(0, 150, 132, 23, 4)
(0, 129, 128, 5, 3)
(0, 129, 114, 7, 3)
(0, 129, 128, 21, 0)
(0,
