(0, 128, 128, 0, 0)
(0, 128, 129, 10, 1)
(0, 128, 129, 3, 4)
(0, 128, 128, 0, 4)
(0, 128, 128, 0, 0)
(0, 128, 129, 29, 1)
(0, 129, 127, 1, 10)
(0, 128, 129, 3, 2)
(0, 128, 128, 0, 2)
(0, 129, 130, 29, 1)
(0, 129, 126, 6, 2)
(0, 128, 129, 3, 4)
(0, 129, 128, 25, 4)
(0, 129, 127, 6, 2)
(0, 129, 129, 29, 4)
(0, 128, 128, 0, 2)
(0, 129, 127, 6, 2)
(0, 129, 129, 29, 4)
(0, 129, 121, 7, 1)
(0, 129, 128, 28, 4)
(0, 128, 128, 0, 1)
(0, 129, 127, 8, 1)
(0, 128, 129, 2, 2)
(0, 129, 135, 3, 4)
(0, 129, 128, 21, 9)
(0, 130, 128, 8, 3)
(0, 128, 128, 0, 11)
(0, 128, 128, 0, 11)
(0, 129, 133, 4, 3)
(0, 129, 128, 21, 14)
(0, 130, 129, 7, 3)
(0, 128, 128, 0, 3)
(0, 129, 129, 2, 4)
(0, 128, 128, 0, 1)
(0, 129, 128, 24, 9)
(0, 129, 128, 9, 9)
(0, 128, 128, 0, 14)
(0, 129, 128, 26, 3)
(0, 131, 128, 7, 14)
(0, 129, 128, 27, 4)
(0, 135, 124, 9, 9)
(0, 129, 128, 3, 1)
(0, 129, 128, 23, 3)
(0, 129, 127, 2, 1)
(0, 129, 128, 1, 1)
(0, 133, 130, 7, 1)
(0, 129, 128, 21, 0)
(0, 129, 129, 4, 4)
(0, 131, 128, 6, 2)
(0, 129, 127, 3, 4)
(0, 129, 127, 6, 1)
(0, 128, 128, 0, 4)
(0, 128, 128, 0, 4)
(0, 128, 128, 0, 4)
(0, 129, 128, 11, 1)
(0, 129, 128, 1, 1)
(0, 129, 129, 3, 3)
(0, 129, 123, 3, 4)
(0, 128, 129, 4, 9)
(0, 128, 128, 0, 9)
(0, 129, 128, 3, 4)
(0, 129, 128, 1, 1)
(0, 129, 139, 4, 3)
(0, 129, 128, 10, 4)
(0, 129, 121, 3, 3)
(0, 129, 128, 1, 1)
(0, 129, 130, 2, 9)
(0, 128, 128, 0, 5)
(0, 128, 129, 3, 9)
(0, 129, 127, 4, 3)
(0, 131, 140, 4, 4)
